waterfront,view,condition,borrar,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
0,0,2,25790,15927,4,75,2093,9259,16,5,2501,0,1683,0,4117,8290,8224,3210,5707,375000.0
0,0,2,9123,1386,4,206,7698,3639,0,5,2501,3431,1538,0,3089,17224,1314,8836,2435,507646.0042383477
0,0,2,8575,1334,3,264,4341,5270,0,5,4587,0,2897,0,3891,25556,7619,5473,8836,292219.70634854725
0,0,3,7163,9414,3,206,1976,17136,0,5,2442,0,4364,0,715,243,20953,2074,19865,200139.37914142484
0,0,2,24731,4055,2,75,217,8490,0,3,290,0,2043,0,2602,12344,8018,789,3283,175072.57733232388
0,0,3,17169,14539,3,206,1656,14939,0,5,2037,0,4029,0,824,6526,12268,4787,12232,310919.0082829461
0,0,2,18675,6388,4,419,11234,7139,49,7,11461,0,5760,0,715,13339,17155,10779,8589,721300.9057602849
0,0,3,9297,3377,4,419,10447,12392,49,6,10276,0,4185,0,715,16233,20949,3210,12858,405000.0
0,0,3,10521,4042,4,464,14816,24612,49,7,14454,0,5323,0,1348,3094,20897,11643,24213,654747.6535980622
0,0,3,7922,2838,4,360,6105,13484,49,6,6011,0,5009,0,946,3554,11394,4074,10039,325000.0
0,0,4,5185,4931,3,309,4101,4692,49,4,4289,0,1194,0,3588,22325,1541,2698,3747,450000.0
0,3,3,21523,4224,3,206,9930,20267,49,6,9466,0,3260,0,3462,5836,1130,7782,20642,515000.0
0,3,3,27242,0,10,1144,18010,24871,200,11,16171,6981,6762,0,2558,1251,22052,15161,2949,7700000.0
0,0,3,6083,15667,1,1045,7181,24871,143,11,8778,0,2490,0,1113,153,0,4062,24704,384503.6988413675
0,0,2,10002,3339,4,419,11616,8358,49,6,11602,0,6254,0,1797,8617,21185,9002,13839,512817.9344178088
0,0,2,10648,3157,4,419,5302,7612,49,5,5407,0,5642,0,1522,6186,11377,5750,6747,231125.40135907257
0,0,2,17890,3353,3,75,3971,16678,0,5,3848,0,4262,0,0,784,7859,3110,16808,189322.4552884541
0,0,2,15562,3641,3,75,2284,7289,49,4,2623,0,3773,0,1956,4583,16083,1652,5506,178820.00127081177
0,0,2,1568,3791,2,206,2660,157,86,6,2809,0,6360,0,3010,18668,3048,1212,141,430000.0
0,0,2,5954,8210,3,360,11484,17942,0,5,5790,3562,3696,0,193,18452,8259,8522,20605,1066253.765308704
0,0,0,27242,0,0,0,0,0,159,0,0,6981,0,0,0,19218,22052,15161,13624,78000.0
0,0,3,25924,13262,5,419,14613,19296,49,7,13858,0,3696,0,252,14882,14032,10617,20632,769514.2436929308
0,0,2,12043,12032,4,419,13496,13484,49,7,13188,0,5480,0,580,3421,3757,9285,10705,439505.55482026585
0,0,2,25407,10504,4,419,8817,7893,49,6,7982,0,5782,0,1091,16227,18439,5724,3831,582832.407194344
0,0,2,12559,15399,3,419,8295,24264,0,7,7400,0,6067,0,1348,7722,21968,9300,24302,600000.0
0,0,3,4280,4224,4,264,14329,24638,0,6,13572,0,4715,0,969,1041,19600,6260,24504,649738.06163423
0,0,4,4389,3233,4,419,9211,11985,0,5,2257,5759,2765,0,3891,10933,4942,1209,6846,345736.8374666912
0,0,2,5466,10628,3,360,9758,15052,49,5,9507,0,5480,0,0,1660,7660,6196,13780,335334.9443740937
0,0,2,10717,2474,4,309,10752,19839,0,6,10814,0,2102,205,4129,26784,3894,9629,19139,600804.9460091775
0,0,4,23358,3434,4,419,10237,7612,0,5,5240,3917,1306,0,3238,17849,2182,6022,1628,699752.160099989
0,0,2,18769,14294,3,419,6240,1753,49,5,6170,0,5420,0,2207,9096,10701,4181,1586,329195.41786955
0,0,2,10517,615,3,264,5302,17613,0,6,5007,0,4124,0,1928,7177,15372,7093,18189,310252.7459728929
0,0,2,897,14495,3,360,5951,1438,86,6,6011,0,6067,0,3315,25272,4516,2938,1335,348721.8817044898
0,0,3,8632,2766,4,206,6587,19154,0,5,2209,3067,3696,0,1091,6079,5675,5370,16667,295000.0
0,0,4,4902,2534,3,206,2896,13664,0,3,3234,0,3161,0,1573,4029,16886,2514,16991,213524.32484267
0,0,2,18210,2321,3,419,8140,1268,49,6,7814,0,6067,0,193,7766,19729,8236,1229,578090.864482277
0,0,2,19598,15399,4,419,6297,6064,49,5,6058,0,6199,0,146,1819,14832,3645,5072,271102.9825279878
0,0,2,14055,539,3,619,3931,1684,86,6,4209,0,5700,0,2941,24074,5093,4343,1092,332074.99707787065
0,0,3,13589,14084,3,619,14455,7318,49,6,8803,3617,3333,0,3238,15975,7398,12435,9730,1301407.7305117846
0,0,2,11440,12210,3,264,4489,14601,0,4,4587,0,3041,0,736,24189,10341,2514,17663,435969.6306609856
0,0,2,15584,14485,3,419,9460,22141,0,5,3461,4460,4427,0,1716,26974,11238,7106,20901,419813.57808461896
0,0,3,15864,12800,4,309,10732,4966,0,6,4836,4445,1306,0,3238,18695,648,9227,5020,726820.5133225634
0,0,3,22602,3404,2,264,6983,16119,0,5,6708,0,3333,0,0,1981,8286,3600,15241,247453.7254957137
0,0,2,2500,1334,3,419,10776,23593,49,7,10608,0,5551,0,1716,4354,17354,9813,23768,455000.0
0,0,3,1001,5867,3,75,4989,17236,0,5,5125,0,2970,0,715,21146,15022,4222,21178,395000.0
0,0,3,14958,9758,4,75,8315,17172,0,5,8275,0,2151,0,1573,4702,13029,2281,12478,266586.6470866036
0,4,2,25178,13740,4,895,16473,19563,49,8,13927,3115,5642,0,468,13376,15817,14677,20238,1364668.183285656
0,0,2,7169,2880,5,655,13233,2489,49,6,9626,2724,6132,0,3652,14901,5197,5042,2334,633247.2218500482
0,0,2,22754,14031,3,264,2537,1619,49,5,3016,0,5594,0,3715,25280,3260,2208,1043,189271.09667658297
0,0,2,6556,6066,3,360,6587,16460,0,5,3396,1441,4773,0,1348,25428,11972,5271,14164,432391.7590390855
0,0,2,16576,1089,4,309,10270,18047,0,6,3589,5284,3412,0,193,13065,16665,7269,19690,526254.0102214628
0,0,2,21410,15956,4,360,8968,12734,49,5,8768,0,5477,0,0,728,7034,6003,10828,249816.88652487347
0,0,2,5479,10815,3,75,2604,9534,0,5,2927,0,3161,0,3891,10921,10205,2427,12368,199992.90866193795
0,0,2,12424,14298,5,419,12054,4062,0,4,5956,4455,1306,0,3535,13720,6347,2759,3133,300000.0
0,0,2,16094,10995,3,264,5426,22589,49,6,5351,0,4252,0,2207,25192,16524,7150,21620,426944.6584166266
0,0,2,14422,8938,3,419,4545,5446,49,6,4823,0,4946,0,549,16658,18718,4484,5438,529096.1450639131
0,0,2,20769,7194,3,419,9824,15006,49,7,9704,0,4708,0,91,13369,14239,11916,17358,640097.1317036265
0,0,2,22892,13794,5,506,9630,12274,0,5,9243,0,3755,0,4264,5368,7558,4062,11535,189621.0713669462
0,0,3,8190,11973,3,360,9483,23015,49,6,9417,0,4895,0,2312,23886,16635,11291,23264,592589.8038745899
0,0,3,12610,5770,8,619,16447,7900,49,5,15167,0,4528,0,1024,3452,11437,4541,8546,329792.3959074349
0,0,2,25153,8353,3,419,8989,8937,0,6,8312,0,3755,0,3891,24422,5656,7996,9679,698479.5695691241
0,0,4,26131,1334,3,419,11205,4313,49,6,7363,2162,655,0,2764,17643,3034,5379,2005,1060582.8351493475
0,0,2,12517,5627,2,75,1054,11295,0,5,1276,0,2853,0,2517,19249,6224,2152,9338,315902.5305296928
0,0,3,6632,15485,5,419,15734,23143,0,6,8117,6173,3831,0,1496,6242,11780,4999,18315,431943.2334529063
0,0,2,14695,16464,3,419,10654,23657,0,7,8641,1542,4427,0,1308,25684,14151,14522,24050,936879.6479274124
0,0,2,19173,7156,3,419,6826,8919,0,5,2442,2855,3628,0,4134,5452,8868,5211,10234,300000.0
0,0,4,12483,14485,3,419,12221,14122,0,6,6395,4170,2430,0,2602,21695,4987,6650,6223,679977.4254936078
0,0,3,25588,8090,5,419,15617,8361,0,7,9145,6395,3628,0,3772,10369,2777,9943,10964,643664.1589389241
0,0,2,3127,2188,3,75,3849,7612,0,5,1436,1546,2710,0,3414,10431,6369,3054,5818,440000.0
0,0,2,20010,2429,2,75,182,9525,0,4,324,0,2369,0,3588,24341,2256,1408,10717,265958.20089897997
0,0,2,9045,16019,3,75,1523,13396,0,4,1921,0,1882,0,3166,10221,3594,1030,4288,250000.0
0,0,2,3993,1444,2,206,2104,2334,0,5,444,1247,6597,0,3535,14894,4093,3284,2619,325000.0
0,0,3,12292,8432,4,206,4905,12836,0,5,4836,0,3333,0,908,21150,10453,7136,16292,515000.0
0,0,3,14341,14971,3,264,2480,23902,0,5,2938,0,4063,0,1348,1841,19880,3455,21956,330144.03050040366
0,0,2,16467,8045,3,419,7399,8766,49,5,6564,0,3333,802,3010,8868,1266,2823,10115,395000.0
0,0,3,8955,3862,4,419,8237,22321,0,6,7932,0,3211,0,84,145,12687,5319,18765,267998.5793502684
0,0,3,10062,8848,3,264,7949,3878,49,6,7242,0,54,0,3891,11014,5001,3114,3806,538561.4292021614
0,0,3,18820,4702,3,75,5222,7632,49,5,5068,0,2897,0,3535,21301,633,1229,5965,545473.3407834023
0,0,2,12552,12735,3,206,3618,11962,0,6,3939,0,4364,0,1496,18476,18611,4284,13924,455000.0
0,0,2,23465,4808,4,419,11616,4995,49,5,11672,0,6132,0,1747,5688,13873,7489,4855,339198.03044323676
0,0,2,23333,16471,3,75,1461,5446,0,5,1781,0,2832,0,2764,25920,5197,3991,7432,379383.47588906705
0,0,2,19509,9750,3,419,6415,18550,49,5,6468,0,4946,0,948,3937,10009,3894,17783,288235.6242140362
0,0,3,0,16774,0,0,0,24008,0,0,0,0,0,43,0,26357,22052,7,24669,78000.0
0,0,3,6152,2363,3,419,7181,8979,0,5,3461,1935,5119,0,775,1992,7888,5242,8797,271607.65573832684
0,0,3,1163,8031,2,75,1301,3290,0,4,206,329,351,0,3238,17647,4518,8043,3598,453188.4616972451
0,0,2,17371,3687,3,569,15877,15895,49,8,11836,3737,5333,0,99,14309,14955,11395,19917,833267.2868178353
0,0,2,11303,2766,3,264,2284,20790,0,5,2623,0,5420,0,0,537,7581,2579,18566,183168.35795266108
0,0,3,10150,1995,4,419,10384,21317,49,7,10411,0,4561,0,1797,10664,17376,10740,20896,657604.0675277938
0,0,3,8078,2396,5,309,9484,24053,49,5,4453,4364,860,0,57,15161,17679,12512,24028,625000.0
0,0,2,25425,5703,3,419,12917,14456,49,6,12606,0,6199,0,2006,9989,21191,12211,13598,565000.0
0,0,3,7075,2363,2,75,1967,16329,0,4,2401,0,1300,0,1091,3446,6132,2096,15814,220020.24984453796
0,0,2,13254,7000,4,619,13658,6938,49,7,13501,0,6597,0,2156,19792,4059,6223,2949,1788979.6941776995
0,0,2,12576,7000,4,419,12015,6550,49,7,12180,0,6465,0,1861,9430,21900,10925,7092,529908.5053782753
0,0,3,26579,8205,3,206,4027,3493,49,6,4188,0,1306,0,2602,17432,5496,3060,3450,599908.638140816
0,0,2,13648,8210,4,419,10217,19765,49,6,9842,0,3823,0,1285,24105,9137,8788,19571,625035.1863362235
0,4,2,26713,7245,5,1141,18007,24353,108,11,16171,6981,6646,0,193,19938,15986,14890,24465,7700000.0
0,0,2,23959,8911,4,419,11039,11167,49,5,10584,0,6324,0,540,148,20577,2936,11790,248311.58084252977
0,0,4,1380,4650,4,464,13080,7612,0,6,6222,4853,4427,0,2536,15203,151,9430,8595,770393.6955075507
0,0,2,6763,8977,2,619,5749,874,49,6,4060,602,6488,0,3652,16653,6370,2786,1440,719560.2058810663
1,4,2,3983,13204,3,264,11313,22791,0,5,11429,0,3161,0,4269,4152,6919,11772,23091,396465.9445808472
0,0,2,5774,8016,3,419,13539,23882,49,7,13083,0,5009,0,1285,7180,18980,12801,23961,530882.8989386485
0,0,2,16508,3950,4,419,10690,5143,49,6,10780,0,5700,0,3164,23417,2853,4404,8352,527931.7983817253
0,0,2,23630,1977,4,309,4079,2281,49,5,4173,0,6369,0,3774,7522,5977,5379,2133,258957.55934972496
0,0,2,16746,13272,4,506,13745,8799,49,7,13372,0,6488,0,1460,1212,16009,11946,7889,404815.893905524
0,0,2,20417,16497,2,75,2215,1886,0,5,2686,0,1321,0,3462,14724,9925,4541,2120,565000.0
0,0,3,8344,16320,4,464,8353,21306,0,5,7706,0,3696,0,1573,6634,16223,5898,21465,270910.1658669036
0,0,2,4995,9414,3,309,3757,6438,0,5,1237,1571,3562,0,3535,10947,6349,2871,11991,300000.0
0,0,3,18823,4658,4,569,10967,21162,0,5,4359,5027,3696,0,3891,27119,7977,5772,21519,483245.56335443846
0,0,4,16574,726,3,419,8996,5653,16,6,3777,4205,2043,0,3010,20932,6660,5059,4353,833213.9230627704
0,0,2,8322,7999,4,785,17095,4537,49,7,12186,6254,6646,0,1024,22287,8557,8224,6486,1377638.1619945003
0,4,2,21234,14192,4,619,16501,8003,49,9,13519,3562,5971,0,3238,12556,180,8907,5684,1926551.9082345157
0,0,3,23058,2344,4,309,7356,12627,0,6,3391,1678,3041,0,99,11775,14611,4663,13750,535000.0
0,0,2,17727,12063,4,419,12121,14557,49,6,11599,0,5119,0,2265,11150,16465,13484,12903,638159.8335447168
0,1,2,3488,1112,5,785,17557,18533,49,9,15798,2050,5928,0,969,15831,7660,12380,17733,2592020.1880120616
0,0,2,18412,272,3,75,45,1200,0,0,54,0,0,0,2430,25748,4968,2036,1712,254981.87528673705
0,0,2,2839,7841,3,419,9385,559,49,6,5885,1126,4252,581,4281,20766,885,1305,1706,550000.0
0,0,3,19170,8058,3,75,2612,10279,0,5,2794,0,3559,0,32,977,9384,772,12775,194180.05799809613
0,0,2,20872,6879,4,75,7876,2745,16,5,6011,718,465,0,2535,20032,4449,4939,2296,558688.235139367
0,0,2,17057,521,3,419,10519,19250,49,6,7502,1004,4480,0,1573,24552,16328,7998,18387,479634.80339498946
0,2,3,18182,15834,4,506,14116,19270,0,7,7620,5389,3628,0,1295,9110,9962,13361,19867,917296.8476029034
0,0,2,1909,9417,3,309,7891,3807,49,6,7946,0,4528,0,3010,21385,3229,4469,2992,598126.5849547574
0,0,2,1371,2088,4,419,10654,3879,49,7,10703,0,6424,0,1650,8821,18514,8345,2301,524056.0567935243
0,0,2,1594,16497,4,619,17008,10272,49,8,13392,5820,6324,0,1797,16258,11222,14533,23556,1342323.77403707
0,0,2,15744,12924,4,419,17782,19851,49,8,16069,0,5147,0,1797,13992,20304,14855,20108,1260047.4044632604
0,0,2,10020,11421,2,75,2604,1912,49,6,3071,0,6000,0,3010,17313,3546,2871,1780,430000.0
0,0,2,1937,13017,3,360,8760,3291,49,5,8706,0,5175,0,3891,8585,7569,4999,3612,346839.107239493
0,0,2,15213,11559,2,206,3710,14314,49,5,4069,0,1538,0,1406,4258,19801,4299,19872,305280.81612232124
0,0,2,14616,5317,5,593,17039,20079,49,8,15640,0,6199,0,1573,3612,12207,14034,20360,651962.0370405659
0,0,3,7166,5204,4,619,17455,21311,0,7,12356,6866,3412,0,193,19777,9886,10626,21778,1688331.890729664
1,4,2,23877,4930,4,619,17261,22903,49,9,15745,0,4946,0,4230,4245,3443,13815,23131,1302018.434433004
0,0,2,23801,15922,4,309,3931,17348,0,4,4099,0,2430,0,3774,8636,2796,4591,14971,256007.7358016549
0,0,2,13960,4762,4,75,2896,16585,0,5,3298,0,3412,0,671,15334,15418,5618,18477,456466.1025877259
0,0,3,18850,16609,4,419,15496,19058,49,8,14792,0,5231,0,297,14621,15753,13808,19784,1392111.8914599672
0,0,2,13392,4451,4,360,7347,7612,49,5,6964,0,4895,0,3969,5170,4066,3774,11538,274430.9473485503
0,0,2,18616,9884,4,419,14254,19752,49,6,11811,1818,5810,0,2602,19548,18498,10661,17848,594218.5347362997
0,0,2,23200,4065,3,419,11787,13837,49,6,11898,0,5862,0,1091,26396,9606,8493,11210,550491.6339257496
0,0,2,2190,15358,3,419,9930,19520,49,6,10113,0,6132,0,1797,6809,13048,9881,21897,524148.36589034664
0,0,2,26140,1911,4,419,11270,5446,49,6,11394,0,6067,0,1496,2540,17938,11611,7284,345554.7751172587
1,4,3,24395,1824,3,419,14880,23759,49,6,10650,4660,2897,0,3652,6631,6379,10822,22280,1140988.2442883844
0,0,2,3117,686,4,360,14164,21709,49,8,13735,0,4480,0,1797,22759,13170,10361,21143,923039.8523985916
0,0,2,7786,1386,3,75,2489,1317,49,5,2809,0,5810,0,3462,17928,6780,3455,3494,325000.0
0,0,2,14678,5703,3,75,3959,13323,0,5,2501,602,3216,0,3712,25650,8351,4705,15407,279256.63071643276
0,0,2,7024,8756,3,419,14320,2571,49,6,13751,0,6000,0,1348,24507,9006,10840,9822,647314.9340161145
0,0,3,20128,3649,3,436,6371,16345,49,5,6108,0,5175,0,1348,4439,19156,4820,15761,310000.0
0,0,2,17983,11620,3,206,3106,14958,0,5,3589,0,3412,0,1716,23091,13204,4181,15529,499998.4300676413
0,0,2,8740,9732,4,419,8177,3290,0,5,2809,3746,2832,0,3010,17957,1266,4181,2949,679509.0547775588
0,0,2,24675,10200,3,264,8769,20170,0,6,9071,0,5119,0,0,1611,7900,7663,22428,365695.2870042891
0,0,2,4275,10072,4,419,13615,14158,49,6,13345,0,5810,0,1496,3927,12651,11970,15301,400073.0570287321
0,0,2,12543,1097,5,464,13143,8227,49,6,12926,0,6254,0,1573,7987,16756,12269,6574,469890.567215236
0,0,2,15066,9108,2,75,3293,6667,0,5,1790,410,2203,0,3238,24014,4781,2054,5434,318793.74994329887
0,0,3,3547,12450,3,309,12221,24335,0,6,3650,6342,3497,0,1348,15535,13795,10744,13137,658681.3323833484
0,0,3,5407,1156,3,75,3239,15348,0,6,3529,0,3696,0,0,1961,7342,4939,19388,156654.69205130925
0,0,2,2138,3291,3,75,3239,18554,0,5,3529,0,4185,0,1146,1408,19098,1061,17704,198770.13386030655
0,0,4,13189,3638,3,264,1351,19436,0,5,1641,0,2102,0,3891,6912,3737,3837,14018,332338.9702689594
0,0,2,16331,2880,4,419,8259,11599,0,6,4119,3020,5551,0,3652,25475,4893,378,13487,554309.6604574408
0,0,2,25134,8697,2,75,1380,5341,0,4,1804,0,0,0,2602,14460,5915,4187,4435,330000.0
0,0,2,24749,1745,3,419,7606,9239,49,6,7333,0,5642,0,2322,12105,21044,9000,8227,520000.0
0,0,2,27050,16730,0,0,0,24871,0,0,0,6981,6762,0,4281,48,22020,15161,17194,152972.88061954424
0,0,2,17652,16559,5,309,9327,17297,49,5,6278,2050,2655,0,193,19169,12405,10556,13375,779964.8882439244
0,0,3,17948,12172,4,75,7924,11986,0,5,2560,3735,1924,0,3588,11225,1112,3526,10717,388366.71344135824
0,0,2,20759,11037,3,206,2301,9512,0,5,2696,0,5119,0,193,1083,2902,6160,9546,203117.6027904837
0,0,2,25255,12286,4,419,11039,8679,49,6,11236,0,5642,0,0,1602,7771,7846,9730,305009.9316911033
0,0,2,26816,8112,3,264,1154,2304,0,4,515,128,172,0,3010,16117,6716,4999,2088,323278.6966626189
0,0,2,26578,5402,3,309,1747,290,49,5,2113,0,6184,0,2517,20996,3074,1677,483,419691.9801661259
0,0,2,25423,15585,3,360,7751,13771,0,5,2874,3562,3755,0,3652,23820,3531,4820,10405,475000.0
0,0,2,16649,9179,3,264,5619,2620,0,5,3706,191,764,0,2430,16772,1778,3301,2714,562285.7577833208
0,0,2,15515,5669,3,360,3931,16892,0,5,3894,0,4016,0,1797,11142,21856,4006,17600,314216.55996609025
0,0,2,26230,8723,4,419,10384,10748,49,6,10253,0,5231,0,715,184,20261,6477,12846,275501.30209058913
0,0,2,3916,16254,3,360,11297,13507,49,5,11569,0,4773,0,1494,21995,14708,6879,14742,550000.0
0,0,3,11104,2766,4,420,9832,18592,0,6,4289,3910,3628,0,715,12839,13078,8933,18246,576521.3989715128
0,0,2,8655,9222,4,360,8596,8277,49,5,8457,0,5624,0,1861,6972,16863,6789,8550,345098.7824480461
0,0,2,20618,14669,4,419,12389,24337,0,6,12413,0,4773,0,1716,1475,17554,12104,24324,430000.0
0,0,3,17353,10271,3,264,5863,6455,0,6,5956,0,3161,0,3652,12570,6499,4848,6223,438557.3541764336
0,0,2,10289,1199,4,264,5426,18363,0,5,2570,1722,4773,0,252,16077,15725,6260,13465,530446.721797613
0,0,3,856,539,3,75,4738,13484,16,5,4949,0,2832,0,3891,26166,3228,3645,16270,399974.82238331233
0,0,3,10393,12989,3,75,2604,10710,0,5,2958,0,3628,0,1039,7112,10796,930,9730,246339.19189434915
0,0,2,24141,10328,4,419,4905,2668,0,5,2209,2401,2531,452,2587,14883,6716,4278,3622,537606.1882405137
0,0,2,19680,1344,4,569,17087,12655,49,8,15790,0,6254,0,1615,19647,18795,14934,13243,994581.6254487956
0,0,2,24136,11814,3,264,5678,10551,0,5,5592,0,4124,0,1,942,6150,2005,10856,237916.94107697392
0,0,2,22447,9947,3,264,8878,16989,49,6,8353,0,3696,0,3708,7468,1495,5379,17908,587328.0165585537
0,0,2,21177,3386,2,360,12470,12613,0,7,12937,0,6132,0,1716,22165,18539,6129,7432,736822.0704361236
0,0,2,18971,7800,3,75,4494,6256,16,4,4453,0,2027,0,3462,22715,2211,3627,8435,320000.0
0,0,2,2282,13213,3,309,3802,14127,0,5,1278,1242,3696,0,3891,26828,7248,1798,12846,250000.0
0,0,2,3835,14112,3,309,5426,24436,0,5,5173,0,4364,0,1091,13741,20739,7769,24558,506299.04327203555
0,0,2,1728,1267,4,264,3485,11978,0,5,3706,0,3497,0,4129,27186,4659,4922,15121,348067.36948123714
0,0,2,3399,1622,3,419,3904,23384,49,5,4105,0,5119,0,1797,20282,19392,6453,23521,400191.74409525475
1,4,3,459,14793,2,419,12026,8937,49,6,3589,6238,2151,0,4205,5494,6593,10933,9134,728834.7049787513
0,0,3,20962,8807,3,206,6792,12655,0,5,6828,0,2832,0,193,14512,12344,4006,12931,578649.2452051429
0,0,3,18815,13806,6,419,8680,13526,49,5,8046,0,3074,0,4009,25236,2701,6041,13660,554557.1994848293
0,0,2,22411,14478,3,264,5371,9354,0,5,5467,0,4070,0,1716,23063,18232,4469,9754,503382.67436824366
0,0,2,15455,14540,3,360,6764,14867,0,6,6828,0,4364,0,1024,26370,9044,7863,14965,429505.860543671
0,0,2,19752,14419,4,506,16612,16953,49,8,14614,1722,3959,398,1525,9827,8878,13834,17181,1725222.9325096123
0,0,2,9383,14666,3,75,2711,2616,49,5,3045,0,1306,0,2602,21344,7452,1832,1941,430225.6324448634
0,0,2,25670,13857,3,264,2592,2952,49,4,2943,0,5581,0,0,324,8302,2650,3725,186757.69591348912
0,0,2,6885,13343,3,309,14883,23202,49,8,14278,0,5119,0,2265,23754,19109,13681,23715,719785.9102944393
0,0,2,8003,15399,3,742,17938,24340,49,9,16105,5502,5928,0,1348,12995,20007,8719,23419,1321916.7011658647
0,0,3,27107,3788,4,360,12602,20901,49,7,12769,0,3368,0,99,14779,12012,13598,21341,1010887.9046180265
0,0,2,976,607,4,464,16576,22451,49,9,15419,0,5815,0,1716,18776,15282,14078,21870,1201678.1561972457
0,0,3,6265,14485,4,569,17174,23783,49,8,14952,3991,4358,0,297,19267,12820,14634,22599,1365715.1698047733
0,0,2,11335,4821,2,309,5832,792,86,5,5817,0,4842,0,3089,18859,2077,4647,2363,615818.898403041
0,0,4,6028,11525,5,464,12869,15770,0,6,4852,5841,4213,0,365,16685,12782,6595,16625,753176.4100816686
0,0,3,14118,15960,9,264,10223,16161,0,5,4482,4233,4010,0,1716,5754,11366,10758,14675,320000.0
0,0,2,10207,9212,3,206,5620,8305,0,5,2623,1937,4427,0,1049,4799,8722,2823,9966,238981.96930920915
0,0,2,15386,8328,3,75,1118,14033,0,5,1371,0,3107,0,2382,8341,12243,3155,13071,331104.5342737133
0,0,4,16219,4821,3,309,6570,20805,0,5,6221,0,2710,0,3588,26197,7437,5724,18250,445475.78249416617
0,0,2,201,10120,4,569,13403,7126,49,6,7815,3734,6254,0,3712,26364,8792,9225,16171,659347.7917378661
0,0,2,5865,3748,4,464,17245,14562,49,8,15006,3683,6132,0,2069,13823,18988,14271,12478,974202.255079244
0,0,2,9467,13731,3,419,10598,5514,49,6,5407,3562,6067,0,2802,12399,248,5898,4943,569442.0950073983
0,0,2,19718,813,3,309,7822,23804,0,5,4453,1472,4946,0,1348,8762,20503,8810,24152,369767.6985146627
0,0,2,5566,6567,3,419,16391,24700,49,8,15248,0,5231,0,1573,19733,19183,13036,24476,580000.0
0,0,2,9550,13947,4,506,13762,21367,0,6,8251,4285,4842,0,1650,16325,15201,12060,21774,835872.8030450601
0,0,2,22135,8019,4,464,15663,6068,49,7,14719,0,6132,0,1928,7738,18372,12666,6004,600141.5851194202
0,0,2,22868,15663,4,264,14197,11893,0,6,7818,4854,3041,0,3535,25129,6365,6230,11814,520000.0
0,0,2,9812,14506,3,419,11668,5935,49,6,11649,0,6424,0,1716,9500,21762,10329,5593,547000.1231063266
0,0,2,1131,15716,3,360,7751,23439,0,5,7365,0,4575,0,1650,21551,19560,5030,22558,475000.0
0,0,2,21328,14540,3,419,6994,8872,49,5,6658,0,4946,0,1716,5336,16525,5960,8150,335000.0
0,0,2,25947,807,3,75,1976,1941,0,6,2570,0,2117,219,3164,13746,3067,2514,1740,386794.2887000229
0,0,2,20420,16538,3,206,3601,6750,0,5,1993,1014,3211,0,2430,10714,1541,1877,5105,397257.39903818816
0,0,2,3012,0,4,0,0,0,0,0,0,0,0,0,0,27414,22052,1686,429,125681.33260850977
0,3,3,27242,16648,10,1144,18010,24871,200,11,16171,6981,6762,0,2389,444,22052,15161,12881,7700000.0
0,0,2,5009,4461,2,206,2358,633,49,5,1982,0,6067,0,3238,13622,826,1704,1309,397599.20498004
0,0,4,10844,14112,3,419,11641,20278,0,5,5304,4738,3952,0,1496,14337,18257,8034,13864,559954.7190439034
0,0,3,20496,15860,3,419,6694,11092,49,5,6513,0,3952,0,1650,23089,15447,3114,6348,550389.6688745362
0,0,2,6618,2474,4,419,12274,22757,0,6,6900,4319,3786,0,4078,27355,6405,7024,18667,505073.5798424836
0,0,3,21406,464,4,419,6605,12388,0,5,6470,0,3107,0,1348,2628,11191,4316,12035,261576.73594653068
0,0,2,7568,5056,4,419,9258,17936,49,6,8723,0,6488,0,4175,6947,6011,3455,21930,441083.4460571348
0,0,2,9221,9287,3,464,5015,837,49,5,2941,932,6199,0,3215,16390,6150,3526,713,410644.5681801108
0,0,3,6960,10431,3,259,4733,21641,0,5,3016,83,5642,0,715,25173,21506,2936,22049,307398.64312542015
0,0,2,24550,2766,3,419,10025,4092,49,6,9782,0,5859,0,1091,13777,19818,9678,3794,625000.0
0,0,2,23448,9758,3,75,6082,4313,16,5,6108,0,2369,0,2602,18664,9860,5582,3936,737462.8739970232
0,0,2,19106,1334,4,419,14498,10563,49,8,14030,0,5594,0,2207,12713,19691,13089,10717,789893.8264226315
0,0,2,14804,15786,3,264,5078,16449,0,5,4836,0,6067,0,715,23724,20829,1734,13917,307766.5806372816
0,0,3,20368,2015,5,419,14334,20091,49,5,13878,0,4427,0,1716,3178,11015,9344,19414,285000.0
0,0,2,10159,10618,4,419,6190,10223,49,5,6146,0,5810,0,4078,7692,3786,3774,9273,299919.170060148
0,0,3,26530,5170,4,309,5141,13124,0,6,5068,0,3156,0,739,3704,7182,5248,13514,275990.39973460266
0,0,2,23897,2244,3,206,5978,6688,0,5,3361,1373,2609,0,3535,23399,4292,666,4606,379390.3052601296
0,0,2,19536,11961,4,419,9521,3615,49,6,9580,0,6369,0,908,25418,18772,9530,2722,501355.5755975624
0,0,3,15639,15399,2,75,1177,2668,26,5,1422,0,2430,0,3238,20226,3973,3894,2791,320000.0
0,3,3,27242,16774,10,1144,18010,24871,200,11,16171,6981,6762,893,4281,47,22052,15161,0,7700000.0
